total,amt1,amt2
1549.81,1546.68,3.13
1549.83,1549.83,0
1549.84,1251.84,298
1549.84,1251.84,298
1549.98,1549.98,0
1549.99,1549.99,0
1550.17,1550.17,0
1550.19,1550.19,0
1550.25,1415.97,134.28
1550.32,1524.46,25.86
1550.63,1550.63,0
1550.7,1550.7,0
1550.76,1550.76,0
1550.88,1550.88,0
1550.99,1550.99,0
1551.05,1173.05,378
1551.14,1544.14,7
1551.26,1551.26,0
1551.4,1523.31,28.09
1551.51,1551.51,0
1551.52,1131.52,420
1551.6,1551.6,0
1551.66,1551.66,0
1551.69,1531.6,20.09
1551.73,1551.73,0
1551.77,1521.28,30.49
1551.78,1551.78,0
1551.94,1551.94,0
1551.98,1470.83,81.15
1551.98,1470.83,81.15
1552.02,1552.02,0
1552.08,1552.08,0
1552.1,1552.1,0
1552.27,1531.07,21.2
1552.32,1552.32,0
1552.71,1551.71,1
1552.77,1552.77,0
1552.91,1477.91,75
1552.99,1552.99,0
1553.04,1481.04,72
1553.13,1550.84,2.29
1553.3,1553.3,0
1553.4,1496.85,56.55
1553.41,1553.41,0
1553.52,1534.52,19
1553.53,1497.81,55.72
1553.53,1553.53,0
1553.61,1553.61,0
1553.76,1474.02,79.74
1553.8,1553.8,0
1553.9,1553.4,0.5
1554.15,1453.65,100.5
1554.18,1554.18,0
1554.18,1554.18,0
1554.29,1449.29,105
1554.44,1554.44,0
1554.55,1554.55,0
1554.6,1521.74,32.86
1554.63,1366.58,188.05
1554.75,1451.25,103.5
1554.87,1554.87,0
1555.02,1528.43,26.59
1555.02,1555.02,0
1555.15,1526.65,28.5
1555.16,1480.84,74.32
1555.24,1547.97,7.27
1555.39,1555.39,0
1555.48,1552.15,3.33
1555.69,1526.83,28.86
1555.87,1530.87,25
1556.01,1556.01,0
1556.11,1545.26,10.85
1556.26,1555.77,0.49
1556.63,1486.61,70.02
1556.73,1556.73,0
1556.74,1556.74,0
1556.88,1482.38,74.5
1556.98,1503.13,53.85
1557.02,1482.92,74.1
1557.03,1557.03,0
1557.18,1557.18,0
1557.22,1557.22,0
1557.24,1544.56,12.68
1557.32,1554.54,2.78
1557.42,1238.42,319
1557.49,1474.99,82.5
1557.83,1546.8,11.03
1558.05,1551.19,6.86
1558.21,1558.21,0
1558.27,1558.27,0
1558.28,1555.28,3
1558.31,1294.48,263.83
1558.32,1224.94,333.38
1558.43,1545.74,12.69
1558.47,1003.47,555
1558.47,1558.47,0
1558.54,1352.04,206.5
1558.63,1514.7,43.93
1558.94,1545.34,13.6
1559.09,992.09,567
1559.11,1559.11,0
1559.13,1559.13,0
1559.26,1542.59,16.67
1559.31,1479.11,80.2
1559.45,1554.72,4.73
1559.58,1559.58,0
1559.61,1559.61,0
1559.73,1480.73,79
1559.76,1559.76,0
1559.91,1559.91,0
1560,1549.63,10.37
1560.03,1465.53,94.5
1560.15,1560.15,0
1560.28,1515.02,45.26
1560.28,1515.02,45.26
1560.37,1358.62,201.75
1560.41,1548.2,12.21
1560.41,1557.41,3
1560.6,1560.6,0
1560.88,1422.88,138
1560.94,1515.16,45.78
1560.94,1515.16,45.78
1560.98,1395.35,165.63
1561.1,1540.1,21
1561.23,1561.23,0
1561.32,1553.56,7.76
1561.42,1561.42,0
1561.48,1560.58,0.9
1561.51,1547.88,13.63
1561.51,1547.88,13.63
1561.55,1561.55,0
1561.68,1554.68,7
1561.75,1561.75,0
1561.93,1466.25,95.68
1562,1544,18
1562.22,1553.08,9.14
1562.24,1562.24,0
1562.35,1032.39,529.96
1562.36,1521.36,41
1562.44,1561.06,1.38
1562.45,1562.45,0
1562.48,1562.48,0
1562.52,1510.06,52.46
1562.8,1245.3,317.5
1562.8,1562.8,0
1562.81,1556.15,6.66
1563.17,1563.17,0
1563.21,1557.58,5.63
1563.23,1521.48,41.75
1563.25,960.25,603
1563.26,1555.26,8
1563.27,1563.27,0
1563.27,1563.27,0
1563.32,1467.95,95.37
1563.38,1463.67,99.71
1563.51,1544.68,18.83
1563.52,1558.52,5
1563.53,1563.53,0
1563.53,1563.53,0
1563.62,1561.31,2.31
1563.72,1442.55,121.17
1563.76,1167.76,396
1564.03,1564.03,0
1564.5,1564.5,0
1564.65,1493.32,71.33
1564.84,1564.84,0
1564.85,1564.85,0
1565.25,1565.25,0
1565.6,1477.6,88
1565.7,1004.05,561.65
1565.81,1565.8,0.01
1565.95,1565.95,0
1566.01,1528.83,37.18
1566.01,1566.01,0
1566.09,1494.45,71.64
1566.15,1482.95,83.2
1566.22,1566.22,0
1566.65,1566.65,0
1566.65,1566.65,0
1566.68,1461.55,105.13
1566.76,1496.23,70.53
1566.84,1566.84,0
1566.84,1566.84,0
1566.84,1566.84,0
1566.89,1566.89,0
1567.02,1565.77,1.25
1567.09,1550.12,16.97
1567.14,1567.14,0
1567.32,1567.32,0
1567.92,1330.36,237.56
1567.99,1567.99,0
1568,1568,0
1568.02,1568.02,0
1568.04,1568.04,0
1568.23,1544.65,23.58
1568.4,1567.46,0.94
1568.6,1568.6,0
1568.65,1568.65,0
1568.75,1568.75,0
1568.78,1552.8,15.98
1568.93,1554.23,14.7
1569.35,1538.35,31
1569.64,1490.82,78.82
1569.66,1487.66,82
1569.68,1539.18,30.5
1569.96,1554.01,15.95
1570.03,1510.03,60
1570.28,1538.78,31.5
1570.37,1570.37,0
1570.42,1567.42,3
1570.42,1570.42,0
1570.62,1552.62,18
1570.66,1570.66,0
1570.73,836.86,733.87
1570.81,1558.19,12.62
1570.83,1570.83,0
1570.93,1570.93,0
1570.99,1497.37,73.62
1571.4,1421.4,150
1571.54,1571.54,0
1571.65,1571.65,0
1571.65,1571.65,0
1571.69,1478.2,93.49
1571.69,1571.69,0
1571.93,1554.93,17
1571.95,1514.95,57
1572.11,1572.11,0
1572.12,1572.12,0
1572.16,1521.02,51.14
1572.23,1510.23,62
1572.24,1572.24,0
1572.25,1572.25,0
1572.34,1423.34,149
1572.61,1572.61,0
1572.82,1552.82,20
1572.89,1484.29,88.6
1572.97,1563.65,9.32
1573.08,1573.08,0
1573.13,1573.13,0
1573.22,1105.96,467.26
1573.35,1538.85,34.5
1573.37,1544.01,29.36
1573.62,1573.62,0
1573.63,1316.94,256.69
1573.86,1573.86,0
1573.9,1573.9,0
1573.95,1573.95,0
1574.11,1532.06,42.05
1574.22,1574.22,0
1574.24,1509.86,64.38
1574.38,1573.49,0.89
1574.43,1574.43,0
1574.44,1551.81,22.63
1574.69,1574.69,0
1574.89,1574.89,0
1575.41,1248.41,327
1575.41,1248.41,327
1575.42,1392.18,183.24
1575.86,1575.86,0
1575.89,1575.89,0
1576.08,1576.08,0
1576.17,1355.67,220.5
1576.26,1576.26,0
1576.28,1576.28,0
1576.46,1570.75,5.71
1576.68,1574.68,2
1576.72,1502.56,74.16
1576.79,1576.79,0
1576.87,1576.87,0
1577.05,1444.81,132.24
1577.08,1577.08,0
1577.43,1577.43,0
1577.86,1577.86,0
1577.98,1572.08,5.9
1578.02,1414.27,163.75
1578.06,1578.06,0
1578.06,1578.06,0
1578.21,1578.21,0
1578.38,1530.1,48.28
1578.41,1559.59,18.82
1578.45,1070.29,508.16
1578.55,1379.89,198.66
1578.62,1578.62,0
1578.63,1578.63,0
1578.78,1578.78,0
1578.78,1578.78,0
1578.88,1561.88,17
1578.9,1527.06,51.84
1579.06,1579.06,0
1579.07,1576.69,2.38
1579.28,1579.28,0
1579.34,1579.34,0
1579.51,1576.88,2.63
1579.65,1426.3,153.35
1579.75,1579.75,0
1579.87,1579.87,0
1579.97,1579.97,0
1580.14,1580.14,0
1580.17,1450.56,129.61
1580.29,1569.89,10.4
1580.32,1438.04,142.28
1580.53,1547.85,32.68
1580.91,1580.91,0
1580.94,1542.34,38.6
1581.02,1581.02,0
1581.16,1539.01,42.15
1581.34,1168.96,412.38
1581.39,1475.69,105.7
1581.47,1581.47,0
1581.71,1527.71,54
1581.96,1547.59,34.37
1581.96,1547.59,34.37
1581.99,1581.99,0
1582.04,1571.93,10.11
1582.1,1561.1,21
1582.18,1578.18,4
1582.24,868.24,714
1582.32,1582.32,0
1582.32,1582.32,0
1582.5,1582.5,0
1582.53,1563.63,18.9
1582.56,1582.56,0
1582.58,1543.49,39.09
1582.73,1576.73,6
1582.92,1582.92,0
1583.02,1466.17,116.85
1583.04,1583.04,0
1583.06,1583.06,0
1583.09,1582.09,1
1583.11,1583.11,0
1583.12,1565.12,18
1583.52,1527.24,56.28
1583.56,1583.56,0
1583.65,1583.65,0
1583.66,1583.66,0
1583.89,1583.89,0
1583.96,1563.96,20
1584.04,1579.71,4.33
1584.28,1584.28,0
1584.34,1584.34,0
1584.35,1584.35,0
1584.39,1558.89,25.5
1584.39,1584.39,0
1584.54,1584.54,0
1584.9,1584.9,0
1584.93,1533.97,50.96
1585.03,1542.41,42.62
1585.1,1585.1,0
1585.13,1525.13,60
1585.16,1581.16,4
1585.23,1585.23,0
1585.27,1475.06,110.21
1585.31,1470.81,114.5
1585.45,1585.45,0
1585.47,1585.47,0
1585.53,1579.43,6.1
1585.54,1506.43,79.11
1585.65,1561.48,24.17
1585.7,1582.26,3.44
1585.86,1585.86,0
1585.92,1585.92,0
1585.99,1524.46,61.53
1585.99,1524.46,61.53
1586.23,1397.18,189.05
1586.42,1367.92,218.5
1586.46,1586.46,0
1586.76,1488.5,98.26
1586.79,1586.79,0
1586.86,1577.27,9.59
1586.97,1586.97,0
1587.11,1468.58,118.53
1587.5,1515.05,72.45
1587.51,1587.51,0
1587.63,1587.63,0
1587.8,1587.8,0
1587.85,1527.8,60.05
1587.9,1587.9,0
1587.91,1251.91,336
1587.96,1587.96,0
1588.09,1572.09,16
1588.12,1588.12,0
1588.12,1588.12,0
1588.18,1588.18,0
1588.34,1588.34,0
1588.55,1568.06,20.49
1588.55,1568.06,20.49
1588.63,1189.63,399
1588.69,1588.69,0
1588.69,1588.69,0
1588.8,1352.75,236.05
1588.88,1588.88,0
1588.9,1571.7,17.2
1588.91,1544.91,44
1589.19,1572.73,16.46
1589.51,1589.51,0
1589.67,1521.23,68.44
1589.71,1589.71,0
1589.74,1209.69,380.05
1589.98,1589.98,0
1590.21,1565.85,24.36
1590.41,1561.92,28.49
1590.55,1590.55,0
1590.57,1590.57,0
1590.64,1578.94,11.7
1590.65,1571.65,19
1590.71,1590.71,0
1590.72,1554.72,36
1590.81,1590.81,0
1591.09,1585.09,6
1591.41,1591.41,0
1591.51,1586.06,5.45
1591.64,1540.26,51.38
1591.82,1591.82,0
1591.85,1591.85,0
1592.03,1592.03,0
1592.1,1540.5,51.6
1592.39,1592.39,0
1592.44,1375.22,217.22
1592.47,1584.77,7.7
1592.47,1584.77,7.7
1592.49,1592.49,0
1592.53,1592.53,0
1592.62,1592.62,0
1592.65,1587.07,5.58
1592.78,1585.08,7.7
1592.89,1592.89,0
1592.92,1592.92,0
1592.97,1589.97,3
1593.09,1593.09,0
1593.09,1593.09,0
1593.18,534.18,1059
1593.21,1574.21,19
1593.23,1556.82,36.41
1593.3,1593.3,0
1593.37,1593.37,0
1593.54,1593.54,0
1593.55,1593.55,0
1593.9,1593.9,0
1593.94,1593.94,0
1594.02,1576.02,18
1594.02,1594.02,0
1594.17,1393.18,200.99
1594.2,1495.84,98.36
1594.2,1552.5,41.7
1594.21,1594.21,0
1594.22,1594.22,0
1594.23,1580.92,13.31
1594.35,1481,113.35
1594.38,1559.36,35.02
1594.52,1394.52,200
1594.55,1591.46,3.09
1594.58,1594.58,0
1595.11,1442.69,152.42
1595.19,1532.19,63
1595.24,1421.22,174.02
1595.37,1559.56,35.81
1595.47,1595.47,0
1595.61,1518.02,77.59
1595.65,1595.65,0
1595.67,1581.15,14.52
1595.89,1559.01,36.88
1596,1596,0
1596.04,1593.96,2.08
1596.07,1596.07,0
1596.14,1596.14,0
1596.26,1548.78,47.48
1596.38,1596.38,0
1596.76,1596.76,0
1596.84,1596.84,0
1596.96,1593.96,3
1596.98,1596.98,0
1597.01,1597.01,0
1597.24,1597.24,0
1597.43,1597.43,0
1597.45,1566.33,31.12
1597.54,1597.01,0.53
1597.58,1579.09,18.49
1597.66,1454.19,143.47
1597.66,1597.66,0
1597.92,1597.92,0
1598.15,1579.15,19
1598.19,1598.19,0
1598.32,1323.36,274.96
1598.36,1598.36,0
1598.38,1532.28,66.1
1598.5,1598.5,0
1598.55,1445.55,153
1598.55,1445.55,153
1598.81,1598.81,0
1598.96,1598.96,0
1598.99,1598.99,0
1599.09,1599.09,0
1599.26,1599.26,0
1599.29,1599.29,0
1599.54,1599.54,0
1599.83,1565.43,34.4
1599.88,1512.45,87.43
1600.25,1598.16,2.09
1600.71,1600.71,0
1600.92,1600.92,0
1600.95,1465.62,135.33
1601.05,1569.65,31.4
1601.1,1433.53,167.57
1601.29,1601.29,0
1601.29,1601.29,0
1601.3,1601.3,0
1602.13,1602.13,0
1602.14,1593.49,8.65
1602.15,1602.15,0
1602.15,1602.15,0
1602.16,1524.54,77.62
1602.21,1602.21,0
1602.41,1584.22,18.19
1602.48,807.48,795
1602.73,1474.89,127.84
1602.95,1502.76,100.19
1602.98,1363.68,239.3
1603,1528.39,74.61
1603.06,1510.56,92.5
1603.11,1603.11,0
1603.3,1603.3,0
1603.4,1539.4,64
1603.42,1603.42,0
1603.85,1597.37,6.48
1603.87,1564.87,39
1604.05,1291.57,312.48
1604.23,1551.07,53.16
1604.28,1604.28,0
1604.31,1604.31,0
1604.36,1587.36,17
1604.4,1321.42,282.98
1604.45,1604.45,0
1604.73,1604.73,0
1605.07,1552.77,52.3
1605.1,1600.6,4.5
1605.12,1605.12,0
1605.25,1605.25,0
1605.4,1601.94,3.46
1605.58,1585.94,19.64
1605.73,1481.89,123.84
1605.73,1597.25,8.48
1605.78,1605.78,0
1605.79,1605.79,0
1605.82,1605.82,0
1606.17,1581.17,25
1606.18,1606.18,0
1606.21,1606.21,0
1606.45,1606.45,0
1606.62,1061.02,545.6
1606.66,1601.31,5.35
1606.67,1606.67,0
1606.73,1606.73,0
1606.98,1606.98,0
1607.04,1598.9,8.14
1607.1,1596.87,10.23
1607.17,1501.3,105.87
1607.55,1505.73,101.82
1607.56,1607.56,0
1607.88,1133.88,474
1607.91,1607.91,0
1607.92,1575.7,32.22
1607.93,1607.93,0
1607.99,1136.49,471.5
1608.12,1608.12,0
1608.16,1608.16,0
1608.37,1608.37,0
1608.52,1476.08,132.44
1608.74,1593.24,15.5
1608.83,1403.5,205.33
1608.88,1557.88,51
1608.92,1029.92,579
1609.1,1605.95,3.15
1609.12,1468.01,141.11
1609.12,1574.42,34.7
1609.19,1609.19,0
1609.36,1609.36,0
1609.44,1521.96,87.48
1609.5,1534.5,75
1609.71,1000.18,609.53
1609.79,1609.79,0
1610,1610,0
1610.32,1587.22,23.1
1610.38,1586.38,24
1610.39,1582.39,28
1610.44,1610.44,0
1610.52,1605.3,5.22
1610.58,1610.58,0
1610.59,1610.45,0.14
1610.68,1610.68,0
1610.75,1579.7,31.05
1610.83,1488.14,122.69
1611.12,1481.12,130
1611.16,1493.16,118
1611.32,1611.32,0
1611.4,1611.4,0
1611.45,1611.45,0
1611.46,1611.45,0.01
1611.48,1611.48,0
1611.49,1611.49,0
1611.55,1611.55,0
1611.61,1611.61,0
1611.61,1611.61,0
1611.7,1611.7,0
1611.97,1611.97,0
1612.17,1612.17,0
1612.27,1612.25,0.02
1612.38,1612.38,0
1612.61,1606.96,5.65
1612.72,1564.42,48.3
1613.02,1507.6,105.42
1613.02,1613.02,0
1613.07,1613.07,0
1613.19,1525.29,87.9
1613.22,1613.22,0
1613.27,1613.27,0
1613.33,1613.33,0
1613.36,1613.36,0
1613.39,1602.74,10.65
1613.55,1587.45,26.1
1613.65,1581.41,32.24
1613.87,1613.87,0
1613.91,1606.94,6.97
1614.11,1614.11,0
1614.13,1417.04,197.09
1614.21,1415.79,198.42
1614.28,1594.81,19.47
1614.34,1613.34,1
1614.38,1614.38,0
1614.53,1596.87,17.66
1614.55,1613.09,1.46
1614.73,1614.73,0
1614.9,1614.9,0
1614.91,1565.02,49.89
1614.92,1579.27,35.65
1614.93,1613.93,1
1615.05,1429.16,185.89
1615.1,1615.1,0
1615.2,1497.56,117.64
1615.25,1615.25,0
1615.37,1615.37,0
1615.39,1615.39,0
1615.45,1549.25,66.2
1615.5,1615.5,0
1615.55,1475.66,139.89
1615.57,1544.57,71
1616.12,1513.84,102.28
1616.16,1616.16,0
1616.48,1616.48,0
1616.48,1616.48,0
1616.5,1616.5,0
1616.62,1616.32,0.3
1616.75,1610.75,6
1616.89,1616.89,0
1617.33,1491.33,126
1617.47,1617.47,0
1617.48,1617.48,0
1617.56,1564.56,53
1617.56,1564.56,53
1617.6,1617.6,0
1617.67,1617.67,0
1617.68,1580.8,36.88
1617.81,1617.81,0
1617.83,1617.83,0
1618.31,1618.31,0
1618.31,1618.31,0
1618.33,1615.78,2.55
1618.4,1618.4,0
1618.42,1495.36,123.06
1618.42,1495.36,123.06
1618.45,1618.45,0
1618.45,1618.45,0
1618.53,1618.53,0
1618.6,1618.6,0
1618.84,1558.22,60.62
1618.88,1586.83,32.05
1618.91,1618.91,0
1619.05,1619.05,0
1619.09,1619.09,0
1619.28,1611.24,8.04
1619.29,1619.29,0
1619.3,1607.3,12
1619.32,1616.32,3
1619.48,1619.48,0
1619.5,1616.5,3
1619.55,1619.55,0
1619.77,1619.77,0
1619.8,1619.8,0
1619.96,1366.46,253.5
1619.97,1404.13,215.84
1620.02,1620.02,0
1620.46,1620.46,0
1620.52,1620.52,0
1620.62,1589.62,31
1620.72,1527.72,93
1620.77,1600.49,20.28
1620.77,1620.77,0
1620.94,1043.16,577.78
1620.96,1602.43,18.53
1621.01,1475.68,145.33
1621.09,1621.09,0
1621.1,1597.12,23.98
1621.11,1621.11,0
1621.15,1564.06,57.09
1621.18,1564.18,57
1621.41,1621.41,0
1621.42,1621.42,0
1621.49,1582.47,39.02
1621.59,1555.59,66
1621.64,1621.64,0
1621.68,1614.24,7.44
1621.84,1451.42,170.42
1621.85,1602.98,18.87
1621.85,1602.98,18.87
1621.94,1621.94,0
1621.98,1570.98,51
1622.25,1622.25,0
1622.27,1622.27,0
1622.47,1622.47,0
1622.57,1622.57,0
1622.62,1597.18,25.44
1622.73,1162.58,460.15
1622.95,1622.95,0
1623.06,1620.05,3.01
1623.27,1527.66,95.61
1623.27,1546.27,77
1623.34,1623.34,0
1623.38,1595.62,27.76
1623.77,1617.46,6.31
1623.87,1599.87,24
1623.99,1614.71,9.28
1624.04,1583.81,40.23
1624.15,1195.15,429
1624.18,1617.21,6.97
1624.29,1624.29,0
1624.37,1624.37,0
1624.37,1624.37,0
1624.38,1362.92,261.46
1624.4,1624.4,0
1624.4,1624.4,0
1624.42,1511.42,113
1624.43,1575.69,48.74
1624.55,1618.45,6.1
1624.55,1618.45,6.1
1624.65,1624.65,0
1624.69,1624.69,0
1625.02,1518.89,106.13
1625.13,1446.05,179.08
1625.29,1358.29,267
1625.3,1625.3,0
1625.33,1625.33,0
1625.46,1625.46,0
1625.74,1625.74,0
1625.77,1620.65,5.12
1626.05,1615.05,11
1626.16,1626.16,0
1626.4,1626.4,0
1626.54,1534.29,92.25
1626.74,1624.91,1.83
1626.89,1435.82,191.07
1626.97,1562.8,64.17
1627.06,1627.06,0
1627.09,1627.09,0
1627.38,1522.38,105
1627.4,1627.4,0
1627.61,1510.58,117.03
1627.84,1625.19,2.65
1627.91,1529.91,98
1627.97,1626.97,1
1628.12,1589.28,38.84
1628.35,1514.3,114.05
1628.39,1628.39,0
1628.47,1088.79,539.68
1628.49,1550.84,77.65
1628.49,1617.86,10.63
1628.67,1628.67,0
1628.68,1624.95,3.73
1628.73,1628.73,0
1628.78,1628.78,0
1628.78,1628.78,0
1628.9,1628.9,0
1629.05,1629.05,0
1629.08,1627.47,1.61
1629.35,1611.45,17.9
1629.35,1623.35,6
1629.38,1629.38,0
1629.68,1569.68,60
1629.68,1629.68,0
1629.69,1629.69,0
1629.7,1484.7,145
1629.75,1473.16,156.59
1629.78,1629.78,0
1629.82,1625.62,4.2
1629.98,1629.98,0
1630.14,1630.14,0
1630.25,1630.25,0
1630.27,1507.96,122.31
1630.29,1630.29,0
1630.43,1578.22,52.21
1630.47,1610.62,19.85
1630.48,1479.17,151.31
1630.55,1630.55,0
1630.62,1630.62,0
1630.9,1630.9,0
1631.08,1631.08,0
1631.15,1533.82,97.33
1631.3,1556.18,75.12
1631.47,1629.72,1.75
1631.72,1621.53,10.19
1631.83,1565.85,65.98
1631.83,1565.85,65.98
1631.98,1631.98,0
1631.99,1603.28,28.71
1632,1631.98,0.02
1632.05,1630.21,1.84
1632.29,1632.29,0
1632.47,1410.26,222.21
1632.5,1632.5,0
1632.59,1632.59,0
1632.67,1632.67,0
1632.79,1632.79,0
1632.86,1632.86,0
1633.02,1531.12,101.9
1633.38,1591.11,42.27
1633.53,1633.53,0
1634,1634,0
1634.2,1634.2,0
1634.32,1634.32,0
1634.39,1634.39,0
1634.49,1634.49,0
1634.69,1634.69,0
1634.74,1480.44,154.3
1634.78,1537.85,96.93
1634.88,1601.89,32.99
1635.07,1534.07,101
1635.88,1548.62,87.26
1635.97,1590.78,45.19
1636.15,1506.51,129.64
1636.18,1588.2,47.98
1636.19,1601.19,35
1636.45,1359.05,277.4
1636.6,1636.6,0
1636.6,1636.6,0
1636.65,1591.6,45.05
1636.8,1636.8,0
1636.84,1636.84,0
1637.14,1206.37,430.77
1637.22,1637.22,0
1637.26,1637.26,0
1637.34,1637.34,0
1637.5,1637.5,0
1637.54,1623.82,13.72
1637.57,1333.29,304.28
1637.58,1580.58,57
1637.58,1637.58,0
1637.62,1634.62,3
1637.77,1499.45,138.32
1637.78,1620.9,16.88
1637.85,1637.85,0
1637.9,1634.9,3
1637.93,1538.12,99.81
1637.98,1637.98,0
1638.04,1521.06,116.98
1638.04,1605.09,32.95
1638.21,1308.11,330.1
1638.26,1539.72,98.54
1638.34,1308.69,329.65
1638.44,1536.79,101.65
1638.6,1597.6,41
1638.7,1638.7,0
1638.71,1546.44,92.27
1638.72,1590.72,48
1638.73,1638.73,0
1638.73,1638.73,0
1638.92,1638.92,0
1638.99,1626.89,12.1
1639.17,1639.17,0
1639.33,1639.33,0
1639.4,1492.4,147
1639.43,1309.43,330
1639.47,1639.47,0
1639.66,1575.85,63.81
1639.68,1639.68,0
1639.75,1633.92,5.83
1639.88,1639.88,0
1639.88,1639.88,0
1640.03,1640.03,0
1640.52,1474.52,166
1640.57,1640.57,0
1640.63,1627.63,13
1640.7,1640.7,0
1640.7,1640.7,0
1640.7,1640.7,0
1640.81,1640.81,0
1640.91,1640.91,0
1640.94,1640.94,0
1640.97,1640.97,0
1641.01,1641.01,0
1641.02,1641.02,0
1641.05,1601.37,39.68
1641.52,1396.99,244.53
1641.71,1640.71,1
1641.95,1641.95,0
1642.25,1641.94,0.31
1642.25,1642.25,0
1642.25,1642.25,0
1642.51,1642.51,0
1642.58,1642.58,0
1642.65,1642.65,0
1642.92,1597.57,45.35
1642.99,1642.99,0
1643.04,1643.04,0
1643.13,1636.5,6.63
1643.2,1641.22,1.98
1643.33,1643.33,0
1643.41,1643.41,0
1643.52,1524.52,119
1643.69,1643.64,0.05
1643.69,1643.64,0.05
1643.69,1643.69,0
1643.7,1643.7,0
1643.75,1496.75,147
1643.81,1592.18,51.63
1644.15,1531.55,112.6
1644.15,1644.15,0
1644.32,1631.33,12.99
1644.53,1628.54,15.99
1644.56,1620.28,24.28
1644.66,1644.66,0
1644.82,1644.82,0
1645.17,1641.17,4
1645.33,1099.04,546.29
1645.4,1642.4,3
1645.54,1645.54,0
1645.59,1645.59,0
1645.66,1645.66,0
1645.72,1645.72,0
1645.73,1645.73,0
1645.74,1605.69,40.05
1645.78,1645.78,0
1645.82,1645.82,0
1645.95,1645.95,0
1646.06,1646.06,0
1646.18,1646.18,0
1646.28,1614.28,32
1646.44,1646.44,0
1646.47,1646.47,0
1646.58,1646.58,0
1646.6,1640.42,6.18
1646.61,1646.61,0
1646.63,1476.94,169.69
1646.85,1520.19,126.66
1647.03,1647.03,0
1647.12,1647.12,0
1647.19,1645.98,1.21
1647.19,1647.19,0
1647.6,1477.96,169.64
1647.62,1576.67,70.95
1647.64,1578.97,68.67
1647.77,1647.77,0
1647.78,1647.78,0
1647.8,1647.8,0
1647.84,1647.84,0
1648.01,1636.66,11.35
1648.15,1648.15,0
1648.26,1648.26,0
1648.57,1648.57,0
1648.65,1647.25,1.4
1648.82,1648.82,0
1648.83,1648.83,0
1648.92,1318.44,330.48
1649.03,1580.1,68.93
1649.08,1641.05,8.03
1649.22,1588.82,60.4
1649.28,1647.82,1.46
1649.3,1625.3,24
1649.5,1528.51,120.99
1649.84,1649.84,0
1650.03,555.38,1094.65
1650.05,1650.05,0
1650.1,1650.1,0
1650.37,1642.95,7.42
1650.44,1650.44,0
1650.44,1650.44,0
1650.44,1650.44,0
1650.6,1646.5,4.1
1650.64,1597.11,53.53
1650.67,1620.98,29.69
1650.84,1585.84,65
1650.85,1390.16,260.69
1650.88,1623,27.88
1650.97,1650.97,0
1651.08,1651.08,0
1651.12,1651.12,0
1651.13,1648.13,3
1651.13,1648.13,3
1651.28,1651.28,0
1651.46,1651.46,0
1651.58,1468.38,183.2
1651.61,1651.61,0
1651.62,1651.62,0
1651.88,1651.88,0
1652.04,1652.04,0
1652.14,1652.14,0
1652.91,1652.91,0
1652.94,1344.91,308.03
1653.09,1397.31,255.78
1653.1,915.1,738
1653.11,1599.41,53.7
1653.12,1636.33,16.79
1653.19,1653.19,0
1653.34,1653.2,0.14
1653.35,1646.35,7
1653.54,1636.08,17.46
1653.59,1641.59,12
1653.97,1653.97,0
1654.07,1642.07,12
1654.09,1654.09,0
1654.24,1189.24,465
1654.33,1654.33,0
1654.42,1654.42,0
1654.5,1654.5,0
1654.53,1641.45,13.08
1654.59,1646.69,7.9
1654.6,1638.52,16.08
1654.62,1654.62,0
1654.72,1654.72,0
1654.86,1654.86,0
1654.93,1654.93,0
1655.23,1634.68,20.55
1655.34,1655.34,0
1655.46,1519.56,135.9
1655.54,1655.54,0
1655.88,1619.88,36
1655.88,1655.88,0
1656,1617,39
1656.28,1652.28,4
1656.31,1656.31,0
1656.36,1642.36,14
1656.51,1656.51,0
1656.69,1641.04,15.65
1656.82,1656.82,0
1656.89,1650.94,5.95
1656.89,1654.31,2.58
1657,1639.54,17.46
1657.27,1535.07,122.2
1657.4,1350.45,306.95
1657.64,1657.64,0
1657.71,1560.05,97.66
1657.94,1644.84,13.1
1658.23,1658.23,0
1658.29,1649.29,9
1658.36,1658.36,0
1658.42,1633.32,25.1
1658.54,1658.54,0
1658.64,1536.73,121.91
1658.68,1658.68,0
1659.3,1608.37,50.93
1659.39,1659.39,0
1659.53,1621.46,38.07
1659.57,1659.57,0
1659.59,1659.59,0
1659.66,1659.66,0
1659.83,1659.83,0
1659.91,1659.91,0
1659.95,1659.61,0.34
1660,1660,0
1660.21,1616.22,43.99
1660.25,1660.25,0
1660.28,1613.28,47
1660.34,1660.34,0
1660.56,1615.56,45
1660.62,856.9,803.72
1660.78,1660.78,0
1660.83,1220.3,440.53
1660.85,1660.85,0
1660.85,1660.85,0
1660.98,1627.06,33.92
1661.05,1661.05,0
1661.15,1661.15,0
1661.47,1628.47,33
1661.69,1346.53,315.16
1661.89,1661.89,0
1661.96,1661.96,0
1662.54,1521.6,140.94
1662.82,1083.82,579
1662.88,1620.88,42
1662.91,1662.91,0
1662.95,1654.95,8
1663.07,1600.01,63.06
1663.11,1622.73,40.38
1663.12,1628.12,35
1663.17,1607.93,55.24
1663.22,1651.22,12
1663.27,1663.27,0
1663.27,1663.27,0
1663.29,1655.14,8.15
1663.34,1649.34,14
1663.44,1663.44,0
